description,isic_code,isic_label,isic_description
ubucuruzi bw'ibiribwa bibisi bitandukanye ndetse n'ibikoresho by'isuku muri boutique,4721,Specialised food shop,Retail sale of food in specialized stores
KUDANDAZA HIGANJEMO IBIRIBWA MU IDUKA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
umurimo wingenzi ikigo gikora depo iranguza ndetse bakanadandaza ibinyobwa bisembuye nibidasembuye.,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi budandaza ibintu bitandukanye byiganjemo ibiribwa n'amakara,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUCURUZI BUDANDAZA IMYAKA HIGANJEMO IMPUNGURE,4719,"General shop, other goods",Other retail sale in non-specialized stores
"ubucuruzi bwibiribwa, umuceri,kawunga,amavuta,isukari",4721,Specialised food shop,Retail sale of food in specialized stores
GUCURUZA INYANYA MWISOKO,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
UBUCURUZI BW'UBUCONCO BUKORERWA KU MABARAZA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
"TRAINING OFFERS(PROGRAMING LANGUAGE, WEB DESIGN, GRAPHIC DESIGN etc)",5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bwakabare kurwagwa,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bwibyokurya byose,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Ubucuruzi bwibiryo bihiye ,amandazi ,icyayi",5610,Restaurants & food service,Restaurants and mobile food service activities
"Ubucuruzi bw'ubuconsho bwiganjemo ibiribwa(ifu y'ubugari,Akawunga..)",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Kogosha abana n abakuru,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
ubucuruzi buranguza imyenda y'abagabo,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi bwa butike( ibirayi),4721,Specialised food shop,Retail sale of food in specialized stores
GUHINDURA IMYUMBATIMO IFU (GUSHYA),1061,Grain milling,Manufacture of grain mill products
gucuruza akabali,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bw'amata n'icyayi budandaza bucururizwa  ahabugenewe,5610,Restaurants & food service,Restaurants and mobile food service activities
UBUCURUZI BWINYANYA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucurizi budandaza ibyo kunwa,5630,Bars & beverage serving,Beverage serving activities
GUTEKERA ABANTU BATANDUKANYU,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi budandaza bwiganjemo inzoga y'ibitoki,5630,Bars & beverage serving,Beverage serving activities
"ubutike yiganjemo umuceri umunyu isukari,...",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Aracuruza  Boutique cyane cyane Umunyu nisabune,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
STAND IDANDAZA IMBOGA ZIGANJEMO AMASHU,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
gucuruza ibyo kurya nibyo kunywa bikozwe mwifarini,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bwa Kawunga na Juis,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUHINZI BW'IMBOGA AMASHU,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
STAND ICURUZA IBYIGANJEMO IBIRIBWA,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"restaurant higanjemo amandazi,icyayi",5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi bwibiribwa bibisi ni binyobwa  inzoga na jus  nikoresho byisuku,4721,Specialised food shop,Retail sale of food in specialized stores
imashine isyu ibinyampeke,1061,Grain milling,Manufacture of grain mill products
UBUDOZI BW'IMYAMBARO MISHYA,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
"ubucuruzi bw'indimu, amaronji",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Gusya Imyaka,1061,Grain milling,Manufacture of grain mill products
"ubucuruzi buranguza bw,ibitunguru",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
UBUHINZI BWIBISHYI BO,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
KWAHIRA UBWATSI BWO KUGURISHA,4773,Other specialised shop,Other retail sale of new goods in specialized stores
kudandaza ibitunguru mu nzu,4721,Specialised food shop,Retail sale of food in specialized stores
batanga service yo gusya ibintubbitandukanye,1061,Grain milling,Manufacture of grain mill products
kwigisha gukora inkweto,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ubucuruzi bwibinyobwa  bya bralirwa(retail),4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
"ubucuruzi bwa MiN ALIMENTATION :  amandazi , icyayi, amata",5610,Restaurants & food service,Restaurants and mobile food service activities
Nugucuruza inzoga zamarikeri,5630,Bars & beverage serving,Beverage serving activities
"kugaburira abantu :icyayi, amata, amandazi",5610,Restaurants & food service,Restaurants and mobile food service activities
"Ubucuruzi bwa cantine (amata, juice, fanta, imigati)",5610,Restaurants & food service,Restaurants and mobile food service activities
Gusya amafu mu binyampeke,1061,Grain milling,Manufacture of grain mill products
gucuruza inzoga z' urwagwa mu kabari,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bwi bunyobwa ibishyimbo amasaka,4721,Specialised food shop,Retail sale of food in specialized stores
KUGURISHA IBYO KURYA NO KUNYWA,5610,Restaurants & food service,Restaurants and mobile food service activities
Kudandaza inkweto nimyenda,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
ubucuruzi budandaza ibitunguru nibirungo mwisoko,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi bwi ibishyimbo,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
Adandaza ifu yubugari nibishyimbo,4721,Specialised food shop,Retail sale of food in specialized stores
"UBUCURUZI BUDANDAZA INZOGA ZIDASEMBUYE ZIGANJEMO UMUTOBE W,IBITOKI",5630,Bars & beverage serving,Beverage serving activities
umucuruzi w' imbuto,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Kudandaza ibintu bitandukanye higanjemo umunyu,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Kudandaza imboga mu isoko,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"gucuruza ibiribwa(imiceri,ibishyimbo......)nibinyobwa harimo amajus amavutayo kwisiga",4721,Specialised food shop,Retail sale of food in specialized stores
UBUCURUZI BWA PRARMACY Y'IMITI YA MATUNGO,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
"kuranguza amavuta yo kwisiga, umuceli,akawunga,umunyu, amavuta yo guteka, biscuit",4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
Kogosha no gutunganya ibisatsi y' abantu bikorerwa ahahugenewe,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
Gusya ibiribwa,1061,Grain milling,Manufacture of grain mill products
UBUCURUZI BWIBIRIBWA BUDANDAZA MWIDUKA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Gucuruza icyayi,amandazi ni mbuto",5610,Restaurants & food service,Restaurants and mobile food service activities
Ubucuruzi budandaza bwiganjemo ibikoresho by'ubwubatsi,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
Ubucuruzi budanza bwiganjemo Ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucurunzi bw'imyenda n'inkweto bitandukanye,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
bacuruza ibiribwa nibinyobwa bisembuye nibidasembuye,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Gucuruza ibiribwa gusa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi budandaza ibiribwa bihiye,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi buranguza imbuto mmu isoko,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
kudandaza ibintu higanjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi budandaza ibintu bitandukanye byiganje ibiribwa,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
Ubucurizi Budandaza bw' Imigati,4721,Specialised food shop,Retail sale of food in specialized stores
Ubucuruzi bw'Iganjemo inzoga,5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI MURI BOUTQUE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
GUCURUZA VOKA MWISOKO,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
GUCURUZA IBIRIBWA KAWUNGA,4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi bwa kenkayeri,4719,"General shop, other goods",Other retail sale in non-specialized stores
ubucuruzi bwimbuto bukorerwa mu isoko,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
Ubucuruzi bw'ibufu,4721,Specialised food shop,Retail sale of food in specialized stores
"ubucuruzi bwiganjemo biswi,amasabune,ifu y'ubugari",4721,Specialised food shop,Retail sale of food in specialized stores
UBUREZI BWA PRIMAIRE,8510,Primary education,Pre-primary and primary education
"Bacuruza umuceri, kawunga,amata ,fanta, jus",4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi bw'ibinyobwa inzoga zipfundikiye,5630,Bars & beverage serving,Beverage serving activities
Gutanga icyokunwa higanemo urwagwa,5630,Bars & beverage serving,Beverage serving activities
acuruza adandaza ibintu bitandukanye higanjemo imbuto,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
UBUDANDAZI MURIBUTIKE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUDANDAZI BWINGANJEMO IBIRIBWA,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bwinzoga zengerwa mungo zinkorano ndetse nizipfundikiye,5630,Bars & beverage serving,Beverage serving activities
ubucuruzi bw'inzoga(imishari),5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI BWINZOGA ZA BRARIRWA ZA PRIMUS,5630,Bars & beverage serving,Beverage serving activities
ubudandazi bwibintu bitandukanye higanjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubudozi bwimyenda yigitsina gore,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
gu?uruza inyama,4721,Specialised food shop,Retail sale of food in specialized stores
Boutique icuruza higanjemo ibikoresho by'isuku,4773,Other specialised shop,Other retail sale of new goods in specialized stores
ubucuruzi bw' ibirirwa,4719,"General shop, other goods",Other retail sale in non-specialized stores
gucuruza ibiribwa n'ibinyobwa muri super market,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kogosha umusatsi ahantu hemewe,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
Gucuruza ibinyobwa bya Bralirwa,5630,Bars & beverage serving,Beverage serving activities
QUINCALLERIE,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
ubucuruzi bw'ibinyobwa bidasembuye (umutobe w'ibitoki),5630,Bars & beverage serving,Beverage serving activities
UBUHINZI BW'IMBOGA N'IMIGANO,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
"ubudandazi bw'uruconco ,amavuta ,umunyu ,imboga",4773,Other specialised shop,Other retail sale of new goods in specialized stores
UBUCURUZI BWIBIRIBWA BWIGANJEMO UMUCERI ISUKARI UMUNYU,4721,Specialised food shop,Retail sale of food in specialized stores
ubucuruzi bw'akabare,5630,Bars & beverage serving,Beverage serving activities
"UBUCURUZI BW'AMASABUNE ,UMUNYU, IKIBIRITI, UMUCERI,AMAVUTA,",4721,Specialised food shop,Retail sale of food in specialized stores
BADADA IMYENDA Y'ABADAMU(AMARIBAYA),1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
UBUZUNGUZAYI BW IMBUTO MU MUHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
acuruza umunyu amasabune nibindi,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi bw' ibirayi ibitoki n' isukari,4721,Specialised food shop,Retail sale of food in specialized stores
UBUCURUZI BW IMYENDA MU MADUKA,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
Gucuruza amasakoshi,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
adandaza ibintu higanjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
